Date,GDP,Unemployment_Rate,Inflation_Rate,Interest_Rate
2007-09-14,16068.805,5.1,2.27,1.21
2007-09-17,16068.805,5.1,2.27,1.21
2007-09-18,16068.805,5.1,2.31,1.21
2007-09-19,16068.805,5.1,2.32,1.21
2007-09-20,16068.805,5.1,2.35,1.21
2007-09-21,16068.805,5.1,2.33,1.21
2007-09-24,16068.805,5.1,2.3,1.21
2007-09-25,16068.805,5.1,2.29,1.21
2007-09-26,16068.805,5.1,2.29,1.21
2007-09-27,16068.805,5.1,2.31,1.21
2007-09-28,16068.805,5.1,2.32,1.21
2007-10-01,14715.058,4.7,2.3,4.76
2007-10-02,16068.805,5.1,2.31,1.21
2007-10-03,16068.805,5.1,2.3,1.21
2007-10-04,16068.805,5.1,2.3,1.21
2007-10-05,16068.805,5.1,2.31,1.21
2007-10-08,16068.805,5.1,2.19,1.21
2007-10-09,16068.805,5.1,2.33,1.21
2007-10-10,16068.805,5.1,2.32,1.21
2007-10-11,16068.805,5.1,2.34,1.21
2007-10-12,16068.805,5.1,2.34,1.21
2007-10-15,16068.805,5.1,2.35,1.21
2007-10-16,16068.805,5.1,2.35,1.21
2007-10-17,16068.805,5.1,2.35,1.21
2007-10-18,16068.805,5.1,2.32,1.21
2007-10-19,16068.805,5.1,2.32,1.21
2007-10-22,16068.805,5.1,2.31,1.21
2007-10-23,16068.805,5.1,2.3,1.21
2007-10-24,16068.805,5.1,2.29,1.21
2007-10-25,16068.805,5.1,2.33,1.21
2007-10-26,16068.805,5.1,2.36,1.21
2007-10-29,16068.805,5.1,2.35,1.21
2007-10-30,16068.805,5.1,2.34,1.21
2007-10-31,16068.805,5.1,2.34,1.21
2007-11-01,16068.805,4.7,2.36,4.49
2007-11-02,16068.805,5.1,2.39,1.21
2007-11-05,16068.805,5.1,2.41,1.21
2007-11-06,16068.805,5.1,2.45,1.21
2007-11-07,16068.805,5.1,2.43,1.21
2007-11-08,16068.805,5.1,2.4,1.21
2007-11-09,16068.805,5.1,2.41,1.21
2007-11-12,16068.805,5.1,2.19,1.21
2007-11-13,16068.805,5.1,2.4,1.21
2007-11-14,16068.805,5.1,2.4,1.21
2007-11-15,16068.805,5.1,2.36,1.21
2007-11-16,16068.805,5.1,2.35,1.21
2007-11-19,16068.805,5.1,2.37,1.21
2007-11-20,16068.805,5.1,2.38,1.21
2007-11-21,16068.805,5.1,2.38,1.21
2007-11-22,16068.805,5.1,2.19,1.21
2007-11-23,16068.805,5.1,2.38,1.21
2007-11-26,16068.805,5.1,2.38,1.21
2007-11-27,16068.805,5.1,2.37,1.21
2007-11-28,16068.805,5.1,2.32,1.21
2007-11-29,16068.805,5.1,2.33,1.21
2007-11-30,16068.805,5.1,2.34,1.21
2007-12-01,16068.805,5.0,2.19,4.24
2007-12-03,16068.805,5.1,2.32,1.21
2007-12-04,16068.805,5.1,2.3,1.21
2007-12-05,16068.805,5.1,2.26,1.21
2007-12-06,16068.805,5.1,2.25,1.21
2007-12-07,16068.805,5.1,2.26,1.21
2007-12-10,16068.805,5.1,2.26,1.21
2007-12-11,16068.805,5.1,2.25,1.21
2007-12-12,16068.805,5.1,2.27,1.21
2007-12-13,16068.805,5.1,2.31,1.21
2007-12-14,16068.805,5.1,2.34,1.21
2007-12-17,16068.805,5.1,2.34,1.21
2007-12-18,16068.805,5.1,2.34,1.21
2007-12-19,16068.805,5.1,2.33,1.21
2007-12-20,16068.805,5.1,2.3,1.21
2007-12-21,16068.805,5.1,2.34,1.21
2007-12-24,16068.805,5.1,2.35,1.21
2007-12-25,16068.805,5.1,2.19,1.21
2007-12-26,16068.805,5.1,2.35,1.21
2007-12-27,16068.805,5.1,2.36,1.21
2007-12-28,16068.805,5.1,2.33,1.21
2007-12-31,16068.805,5.1,2.31,1.21
2008-01-01,14706.538,5.0,2.19,3.94
2008-01-02,16068.805,5.1,2.32,1.21
2008-01-03,16068.805,5.1,2.33,1.21
2008-01-04,16068.805,5.1,2.32,1.21
2008-01-07,16068.805,5.1,2.29,1.21
2008-01-08,16068.805,5.1,2.29,1.21
2008-01-09,16068.805,5.1,2.26,1.21
2008-01-10,16068.805,5.1,2.23,1.21
2008-01-11,16068.805,5.1,2.26,1.21
2008-01-14,16068.805,5.1,2.28,1.21
2008-01-15,16068.805,5.1,2.27,1.21
2008-01-16,16068.805,5.1,2.24,1.21
2008-01-17,16068.805,5.1,2.23,1.21
2008-01-18,16068.805,5.1,2.24,1.21
2008-01-21,16068.805,5.1,2.19,1.21
2008-01-22,16068.805,5.1,2.24,1.21
2008-01-23,16068.805,5.1,2.2,1.21
2008-01-24,16068.805,5.1,2.24,1.21
2008-01-25,16068.805,5.1,2.27,1.21
2008-01-28,16068.805,5.1,2.28,1.21
2008-01-29,16068.805,5.1,2.32,1.21
2008-01-30,16068.805,5.1,2.33,1.21
2008-01-31,16068.805,5.1,2.34,1.21
2008-02-01,16068.805,4.9,2.31,2.98
2008-02-04,16068.805,5.1,2.3,1.21
2008-02-05,16068.805,5.1,2.27,1.21
2008-02-06,16068.805,5.1,2.25,1.21
2008-02-07,16068.805,5.1,2.27,1.21
2008-02-08,16068.805,5.1,2.28,1.21
2008-02-11,16068.805,5.1,2.3,1.21
2008-02-12,16068.805,5.1,2.3,1.21
2008-02-13,16068.805,5.1,2.28,1.21
2008-02-14,16068.805,5.1,2.28,1.21
2008-02-15,16068.805,5.1,2.28,1.21
2008-02-18,16068.805,5.1,2.19,1.21
2008-02-19,16068.805,5.1,2.33,1.21
2008-02-20,16068.805,5.1,2.38,1.21
2008-02-21,16068.805,5.1,2.34,1.21
2008-02-22,16068.805,5.1,2.35,1.21
2008-02-25,16068.805,5.1,2.38,1.21
2008-02-26,16068.805,5.1,2.44,1.21
2008-02-27,16068.805,5.1,2.43,1.21
2008-02-28,16068.805,5.1,2.45,1.21
2008-02-29,16068.805,5.1,2.43,1.21
2008-03-01,16068.805,5.1,2.19,2.61
2008-03-03,16068.805,5.1,2.46,1.21
2008-03-04,16068.805,5.1,2.48,1.21
2008-03-05,16068.805,5.1,2.54,1.21
2008-03-06,16068.805,5.1,2.55,1.21
2008-03-07,16068.805,5.1,2.55,1.21
2008-03-10,16068.805,5.1,2.56,1.21
2008-03-11,16068.805,5.1,2.55,1.21
2008-03-12,16068.805,5.1,2.54,1.21
2008-03-13,16068.805,5.1,2.51,1.21
2008-03-14,16068.805,5.1,2.43,1.21
2008-03-17,16068.805,5.1,2.29,1.21
2008-03-18,16068.805,5.1,2.4,1.21
2008-03-19,16068.805,5.1,2.34,1.21
2008-03-20,16068.805,5.1,2.32,1.21
2008-03-21,16068.805,5.1,2.19,1.21
2008-03-24,16068.805,5.1,2.32,1.21
2008-03-25,16068.805,5.1,2.26,1.21
2008-03-26,16068.805,5.1,2.27,1.21
2008-03-27,16068.805,5.1,2.33,1.21
2008-03-28,16068.805,5.1,2.34,1.21
2008-03-31,16068.805,5.1,2.34,1.21
2008-04-01,14865.701,5.0,2.35,2.28
2008-04-02,16068.805,5.1,2.34,1.21
2008-04-03,16068.805,5.1,2.33,1.21
2008-04-04,16068.805,5.1,2.32,1.21
2008-04-07,16068.805,5.1,2.34,1.21
2008-04-08,16068.805,5.1,2.32,1.21
2008-04-09,16068.805,5.1,2.3,1.21
2008-04-10,16068.805,5.1,2.29,1.21
2008-04-11,16068.805,5.1,2.3,1.21
2008-04-14,16068.805,5.1,2.3,1.21
2008-04-15,16068.805,5.1,2.32,1.21
2008-04-16,16068.805,5.1,2.31,1.21
2008-04-17,16068.805,5.1,2.31,1.21
2008-04-18,16068.805,5.1,2.32,1.21
2008-04-21,16068.805,5.1,2.31,1.21
2008-04-22,16068.805,5.1,2.31,1.21
2008-04-23,16068.805,5.1,2.33,1.21
2008-04-24,16068.805,5.1,2.31,1.21
2008-04-25,16068.805,5.1,2.31,1.21
2008-04-28,16068.805,5.1,2.3,1.21
2008-04-29,16068.805,5.1,2.29,1.21
2008-04-30,16068.805,5.1,2.27,1.21
2008-05-01,16068.805,5.4,2.26,1.98
2008-05-02,16068.805,5.1,2.36,1.21
2008-05-05,16068.805,5.1,2.35,1.21
2008-05-06,16068.805,5.1,2.38,1.21
2008-05-07,16068.805,5.1,2.36,1.21
2008-05-08,16068.805,5.1,2.36,1.21
2008-05-09,16068.805,5.1,2.38,1.21
2008-05-12,16068.805,5.1,2.37,1.21
2008-05-13,16068.805,5.1,2.39,1.21
2008-05-14,16068.805,5.1,2.43,1.21
2008-05-15,16068.805,5.1,2.43,1.21
2008-05-16,16068.805,5.1,2.44,1.21
2008-05-19,16068.805,5.1,2.47,1.21
2008-05-20,16068.805,5.1,2.47,1.21
2008-05-21,16068.805,5.1,2.51,1.21
2008-05-22,16068.805,5.1,2.51,1.21
2008-05-23,16068.805,5.1,2.49,1.21
2008-05-26,16068.805,5.1,2.19,1.21
2008-05-27,16068.805,5.1,2.47,1.21
2008-05-28,16068.805,5.1,2.45,1.21
2008-05-29,16068.805,5.1,2.46,1.21
2008-05-30,16068.805,5.1,2.48,1.21
2008-06-01,16068.805,5.6,2.19,2.0
2008-06-02,16068.805,5.1,2.47,1.21
2008-06-03,16068.805,5.1,2.41,1.21
2008-06-04,16068.805,5.1,2.39,1.21
2008-06-05,16068.805,5.1,2.43,1.21
2008-06-06,16068.805,5.1,2.47,1.21
2008-06-09,16068.805,5.1,2.48,1.21
2008-06-10,16068.805,5.1,2.49,1.21
2008-06-11,16068.805,5.1,2.48,1.21
2008-06-12,16068.805,5.1,2.5,1.21
2008-06-13,16068.805,5.1,2.5,1.21
2008-06-16,16068.805,5.1,2.49,1.21
2008-06-17,16068.805,5.1,2.48,1.21
2008-06-18,16068.805,5.1,2.48,1.21
2008-06-19,16068.805,5.1,2.47,1.21
2008-06-20,16068.805,5.1,2.44,1.21
2008-06-23,16068.805,5.1,2.44,1.21
2008-06-24,16068.805,5.1,2.46,1.21
2008-06-25,16068.805,5.1,2.47,1.21
2008-06-26,16068.805,5.1,2.52,1.21
2008-06-27,16068.805,5.1,2.51,1.21
2008-06-30,16068.805,5.1,2.51,1.21
2008-07-01,14898.999,5.8,2.52,2.01
2008-07-02,16068.805,5.1,2.56,1.21
2008-07-03,16068.805,5.1,2.57,1.21
2008-07-04,16068.805,5.1,2.19,1.21
2008-07-07,16068.805,5.1,2.52,1.21
2008-07-08,16068.805,5.1,2.46,1.21
2008-07-09,16068.805,5.1,2.46,1.21
2008-07-10,16068.805,5.1,2.43,1.21
2008-07-11,16068.805,5.1,2.48,1.21
2008-07-14,16068.805,5.1,2.47,1.21
2008-07-15,16068.805,5.1,2.47,1.21
2008-07-16,16068.805,5.1,2.49,1.21
2008-07-17,16068.805,5.1,2.47,1.21
2008-07-18,16068.805,5.1,2.46,1.21
2008-07-21,16068.805,5.1,2.43,1.21
2008-07-22,16068.805,5.1,2.43,1.21
2008-07-23,16068.805,5.1,2.36,1.21
2008-07-24,16068.805,5.1,2.34,1.21
2008-07-25,16068.805,5.1,2.34,1.21
2008-07-28,16068.805,5.1,2.36,1.21
2008-07-29,16068.805,5.1,2.33,1.21
2008-07-30,16068.805,5.1,2.36,1.21
2008-07-31,16068.805,5.1,2.34,1.21
2008-08-01,16068.805,6.1,2.34,2.0
2008-08-04,16068.805,5.1,2.34,1.21
2008-08-05,16068.805,5.1,2.3,1.21
2008-08-06,16068.805,5.1,2.27,1.21
2008-08-07,16068.805,5.1,2.24,1.21
2008-08-08,16068.805,5.1,2.22,1.21
2008-08-11,16068.805,5.1,2.19,1.21
2008-08-12,16068.805,5.1,2.19,1.21
2008-08-13,16068.805,5.1,2.19,1.21
2008-08-14,16068.805,5.1,2.22,1.21
2008-08-15,16068.805,5.1,2.18,1.21
2008-08-18,16068.805,5.1,2.15,1.21
2008-08-19,16068.805,5.1,2.15,1.21
2008-08-20,16068.805,5.1,2.19,1.21
2008-08-21,16068.805,5.1,2.23,1.21
2008-08-22,16068.805,5.1,2.18,1.21
2008-08-25,16068.805,5.1,2.15,1.21
2008-08-26,16068.805,5.1,2.16,1.21
2008-08-27,16068.805,5.1,2.19,1.21
2008-08-28,16068.805,5.1,2.17,1.21
2008-08-29,16068.805,5.1,2.15,1.21
2008-09-01,16068.805,6.1,2.19,1.81
2008-09-02,16068.805,5.1,2.05,1.21
2008-09-03,16068.805,5.1,2.0,1.21
2008-09-04,16068.805,5.1,1.94,1.21
2008-09-05,16068.805,5.1,1.95,1.21
2008-09-08,16068.805,5.1,1.98,1.21
2008-09-09,16068.805,5.1,1.93,1.21
2008-09-10,16068.805,5.1,1.95,1.21
2008-09-11,16068.805,5.1,1.97,1.21
2008-09-12,16068.805,5.1,1.95,1.21
2008-09-15,16068.805,5.1,1.77,1.21
2008-09-16,16068.805,5.1,1.63,1.21
2008-09-17,16068.805,5.1,1.6,1.21
2008-09-18,16068.805,5.1,1.6,1.21
2008-09-19,16068.805,5.1,1.93,1.21
2008-09-22,16068.805,5.1,1.98,1.21
2008-09-23,16068.805,5.1,1.86,1.21
2008-09-24,16068.805,5.1,1.75,1.21
2008-09-25,16068.805,5.1,1.79,1.21
2008-09-26,16068.805,5.1,1.75,1.21
2008-09-29,16068.805,5.1,1.58,1.21
2008-09-30,16068.805,5.1,1.6,1.21
2008-10-01,14608.209,6.5,1.51,0.97
2008-10-02,16068.805,5.1,1.49,1.21
2008-10-03,16068.805,5.1,1.45,1.21
2008-10-06,16068.805,5.1,1.27,1.21
2008-10-07,16068.805,5.1,1.18,1.21
2008-10-08,16068.805,5.1,1.03,1.21
2008-10-09,16068.805,5.1,1.05,1.21
2008-10-10,16068.805,5.1,0.92,1.21
2008-10-13,16068.805,5.1,2.19,1.21
2008-10-14,16068.805,5.1,1.03,1.21
2008-10-15,16068.805,5.1,1.02,1.21
2008-10-16,16068.805,5.1,0.97,1.21
2008-10-17,16068.805,5.1,1.11,1.21
2008-10-20,16068.805,5.1,1.15,1.21
2008-10-21,16068.805,5.1,1.13,1.21
2008-10-22,16068.805,5.1,1.06,1.21
2008-10-23,16068.805,5.1,0.96,1.21
2008-10-24,16068.805,5.1,0.74,1.21
2008-10-27,16068.805,5.1,0.77,1.21
2008-10-28,16068.805,5.1,0.83,1.21
2008-10-29,16068.805,5.1,0.88,1.21
2008-10-30,16068.805,5.1,0.94,1.21
2008-10-31,16068.805,5.1,0.87,1.21
2008-11-01,16068.805,6.8,2.19,0.39
2008-11-03,16068.805,5.1,0.87,1.21
2008-11-04,16068.805,5.1,0.93,1.21
2008-11-05,16068.805,5.1,0.97,1.21
2008-11-06,16068.805,5.1,0.94,1.21
2008-11-07,16068.805,5.1,0.97,1.21
2008-11-10,16068.805,5.1,0.98,1.21
2008-11-11,16068.805,5.1,2.19,1.21
2008-11-12,16068.805,5.1,0.96,1.21
2008-11-13,16068.805,5.1,0.89,1.21
2008-11-14,16068.805,5.1,0.85,1.21
2008-11-17,16068.805,5.1,0.83,1.21
2008-11-18,16068.805,5.1,0.61,1.21
2008-11-19,16068.805,5.1,0.4,1.21
2008-11-20,16068.805,5.1,0.04,1.21
2008-11-21,16068.805,5.1,0.05,1.21
2008-11-24,16068.805,5.1,0.24,1.21
2008-11-25,16068.805,5.1,0.32,1.21
2008-11-26,16068.805,5.1,0.31,1.21
2008-11-27,16068.805,5.1,2.19,1.21
2008-11-28,16068.805,5.1,0.33,1.21
2008-12-01,16068.805,7.3,0.34,0.16
2008-12-02,16068.805,5.1,0.42,1.21
2008-12-03,16068.805,5.1,0.53,1.21
2008-12-04,16068.805,5.1,0.57,1.21
2008-12-05,16068.805,5.1,0.44,1.21
2008-12-08,16068.805,5.1,0.3,1.21
2008-12-09,16068.805,5.1,0.26,1.21
2008-12-10,16068.805,5.1,0.25,1.21
2008-12-11,16068.805,5.1,0.29,1.21
2008-12-12,16068.805,5.1,0.17,1.21
2008-12-15,16068.805,5.1,0.1,1.21
2008-12-16,16068.805,5.1,0.16,1.21
2008-12-17,16068.805,5.1,0.34,1.21
2008-12-18,16068.805,5.1,0.23,1.21
2008-12-19,16068.805,5.1,0.15,1.21
2008-12-22,16068.805,5.1,0.15,1.21
2008-12-23,16068.805,5.1,0.15,1.21
2008-12-24,16068.805,5.1,0.13,1.21
2008-12-25,16068.805,5.1,2.19,1.21
2008-12-26,16068.805,5.1,0.13,1.21
2008-12-29,16068.805,5.1,0.11,1.21
2008-12-30,16068.805,5.1,0.09,1.21
2008-12-31,16068.805,5.1,0.11,1.21
2009-01-01,14430.902,7.8,2.19,0.15
2009-01-02,16068.805,5.1,0.17,1.21
2009-01-05,16068.805,5.1,0.15,1.21
2009-01-06,16068.805,5.1,0.42,1.21
2009-01-07,16068.805,5.1,0.47,1.21
2009-01-08,16068.805,5.1,0.5,1.21
2009-01-09,16068.805,5.1,0.56,1.21
2009-01-12,16068.805,5.1,0.59,1.21
2009-01-13,16068.805,5.1,0.59,1.21
2009-01-14,16068.805,5.1,0.45,1.21
2009-01-15,16068.805,5.1,0.45,1.21
2009-01-16,16068.805,5.1,0.55,1.21
2009-01-19,16068.805,5.1,2.19,1.21
2009-01-20,16068.805,5.1,0.58,1.21
2009-01-21,16068.805,5.1,0.58,1.21
2009-01-22,16068.805,5.1,0.65,1.21
2009-01-23,16068.805,5.1,0.72,1.21
2009-01-26,16068.805,5.1,0.78,1.21
2009-01-27,16068.805,5.1,0.82,1.21
2009-01-28,16068.805,5.1,0.9,1.21
2009-01-29,16068.805,5.1,1.04,1.21
2009-01-30,16068.805,5.1,1.14,1.21
2009-02-01,16068.805,8.3,2.19,0.22
2009-02-02,16068.805,5.1,1.07,1.21
2009-02-03,16068.805,5.1,1.13,1.21
2009-02-04,16068.805,5.1,1.17,1.21
2009-02-05,16068.805,5.1,1.11,1.21
2009-02-06,16068.805,5.1,1.23,1.21
2009-02-09,16068.805,5.1,1.41,1.21
2009-02-10,16068.805,5.1,1.25,1.21
2009-02-11,16068.805,5.1,1.12,1.21
2009-02-12,16068.805,5.1,1.14,1.21
2009-02-13,16068.805,5.1,1.21,1.21
2009-02-16,16068.805,5.1,2.19,1.21
2009-02-17,16068.805,5.1,1.11,1.21
2009-02-18,16068.805,5.1,1.11,1.21
2009-02-19,16068.805,5.1,1.12,1.21
2009-02-20,16068.805,5.1,1.11,1.21
2009-02-23,16068.805,5.1,1.08,1.21
2009-02-24,16068.805,5.1,0.98,1.21
2009-02-25,16068.805,5.1,0.97,1.21
2009-02-26,16068.805,5.1,0.96,1.21
2009-02-27,16068.805,5.1,0.96,1.21
2009-03-01,16068.805,8.7,2.19,0.18
2009-03-02,16068.805,5.1,0.91,1.21
2009-03-03,16068.805,5.1,0.91,1.21
2009-03-04,16068.805,5.1,0.92,1.21
2009-03-05,16068.805,5.1,0.85,1.21
2009-03-06,16068.805,5.1,0.81,1.21
2009-03-09,16068.805,5.1,0.83,1.21
2009-03-10,16068.805,5.1,0.84,1.21
2009-03-11,16068.805,5.1,0.92,1.21
2009-03-12,16068.805,5.1,1.01,1.21
2009-03-13,16068.805,5.1,1.02,1.21
2009-03-16,16068.805,5.1,1.09,1.21
2009-03-17,16068.805,5.1,1.12,1.21
2009-03-18,16068.805,5.1,1.23,1.21
2009-03-19,16068.805,5.1,1.3,1.21
2009-03-20,16068.805,5.1,1.22,1.21
2009-03-23,16068.805,5.1,1.28,1.21
2009-03-24,16068.805,5.1,1.32,1.21
2009-03-25,16068.805,5.1,1.37,1.21
2009-03-26,16068.805,5.1,1.46,1.21
2009-03-27,16068.805,5.1,1.4,1.21
2009-03-30,16068.805,5.1,1.34,1.21
2009-03-31,16068.805,5.1,1.28,1.21
2009-04-01,14381.236,9.0,1.31,0.15
2009-04-02,16068.805,5.1,1.33,1.21
2009-04-03,16068.805,5.1,1.38,1.21
2009-04-06,16068.805,5.1,1.43,1.21
2009-04-07,16068.805,5.1,1.32,1.21
2009-04-08,16068.805,5.1,1.29,1.21
2009-04-09,16068.805,5.1,1.34,1.21
2009-04-10,16068.805,5.1,2.19,1.21
2009-04-13,16068.805,5.1,1.33,1.21
2009-04-14,16068.805,5.1,1.28,1.21
2009-04-15,16068.805,5.1,1.27,1.21
2009-04-16,16068.805,5.1,1.27,1.21
2009-04-17,16068.805,5.1,1.28,1.21
2009-04-20,16068.805,5.1,1.22,1.21
2009-04-21,16068.805,5.1,1.25,1.21
2009-04-22,16068.805,5.1,1.33,1.21
2009-04-23,16068.805,5.1,1.44,1.21
2009-04-24,16068.805,5.1,1.5,1.21
2009-04-27,16068.805,5.1,1.47,1.21
2009-04-28,16068.805,5.1,1.51,1.21
2009-04-29,16068.805,5.1,1.53,1.21
2009-04-30,16068.805,5.1,1.47,1.21
2009-05-01,16068.805,9.4,1.41,0.18
2009-05-04,16068.805,5.1,1.42,1.21
2009-05-05,16068.805,5.1,1.43,1.21
2009-05-06,16068.805,5.1,1.44,1.21
2009-05-07,16068.805,5.1,1.55,1.21
2009-05-08,16068.805,5.1,1.52,1.21
2009-05-11,16068.805,5.1,1.47,1.21
2009-05-12,16068.805,5.1,1.48,1.21
2009-05-13,16068.805,5.1,1.44,1.21
2009-05-14,16068.805,5.1,1.42,1.21
2009-05-15,16068.805,5.1,1.48,1.21
2009-05-18,16068.805,5.1,1.56,1.21
2009-05-19,16068.805,5.1,1.6,1.21
2009-05-20,16068.805,5.1,1.63,1.21
2009-05-21,16068.805,5.1,1.68,1.21
2009-05-22,16068.805,5.1,1.73,1.21
2009-05-25,16068.805,5.1,2.19,1.21
2009-05-26,16068.805,5.1,1.78,1.21
2009-05-27,16068.805,5.1,1.88,1.21
2009-05-28,16068.805,5.1,1.8,1.21
2009-05-29,16068.805,5.1,1.8,1.21
2009-06-01,16068.805,9.5,1.91,0.21
2009-06-02,16068.805,5.1,1.96,1.21
2009-06-03,16068.805,5.1,1.88,1.21
2009-06-04,16068.805,5.1,1.89,1.21
2009-06-05,16068.805,5.1,1.96,1.21
2009-06-08,16068.805,5.1,1.97,1.21
2009-06-09,16068.805,5.1,1.98,1.21
2009-06-10,16068.805,5.1,2.07,1.21
2009-06-11,16068.805,5.1,1.99,1.21
2009-06-12,16068.805,5.1,1.9,1.21
2009-06-15,16068.805,5.1,1.86,1.21
2009-06-16,16068.805,5.1,1.79,1.21
2009-06-17,16068.805,5.1,1.73,1.21
2009-06-18,16068.805,5.1,1.88,1.21
2009-06-19,16068.805,5.1,1.88,1.21
2009-06-22,16068.805,5.1,1.83,1.21
2009-06-23,16068.805,5.1,1.81,1.21
2009-06-24,16068.805,5.1,1.79,1.21
2009-06-25,16068.805,5.1,1.73,1.21
2009-06-26,16068.805,5.1,1.67,1.21
2009-06-29,16068.805,5.1,1.68,1.21
2009-06-30,16068.805,5.1,1.75,1.21
2009-07-01,14448.882,9.5,1.72,0.16
2009-07-02,16068.805,5.1,1.64,1.21
2009-07-03,16068.805,5.1,2.19,1.21
2009-07-06,16068.805,5.1,1.49,1.21
2009-07-07,16068.805,5.1,1.6,1.21
2009-07-08,16068.805,5.1,1.54,1.21
2009-07-09,16068.805,5.1,1.57,1.21
2009-07-10,16068.805,5.1,1.52,1.21
2009-07-13,16068.805,5.1,1.54,1.21
2009-07-14,16068.805,5.1,1.64,1.21
2009-07-15,16068.805,5.1,1.76,1.21
2009-07-16,16068.805,5.1,1.77,1.21
2009-07-17,16068.805,5.1,1.86,1.21
2009-07-20,16068.805,5.1,1.88,1.21
2009-07-21,16068.805,5.1,1.79,1.21
2009-07-22,16068.805,5.1,1.83,1.21
2009-07-23,16068.805,5.1,1.92,1.21
2009-07-24,16068.805,5.1,1.89,1.21
2009-07-27,16068.805,5.1,1.9,1.21
2009-07-28,16068.805,5.1,1.86,1.21
2009-07-29,16068.805,5.1,1.85,1.21
2009-07-30,16068.805,5.1,1.89,1.21
2009-07-31,16068.805,5.1,1.81,1.21
2009-08-01,16068.805,9.6,2.19,0.16
2009-08-03,16068.805,5.1,1.88,1.21
2009-08-04,16068.805,5.1,1.89,1.21
2009-08-05,16068.805,5.1,1.95,1.21
2009-08-06,16068.805,5.1,1.92,1.21
2009-08-07,16068.805,5.1,2.01,1.21
2009-08-10,16068.805,5.1,1.97,1.21
2009-08-11,16068.805,5.1,1.91,1.21
2009-08-12,16068.805,5.1,1.88,1.21
2009-08-13,16068.805,5.1,1.79,1.21
2009-08-14,16068.805,5.1,1.7,1.21
2009-08-17,16068.805,5.1,1.69,1.21
2009-08-18,16068.805,5.1,1.73,1.21
2009-08-19,16068.805,5.1,1.75,1.21
2009-08-20,16068.805,5.1,1.82,1.21
2009-08-21,16068.805,5.1,1.87,1.21
2009-08-24,16068.805,5.1,1.81,1.21
2009-08-25,16068.805,5.1,1.73,1.21
2009-08-26,16068.805,5.1,1.72,1.21
2009-08-27,16068.805,5.1,1.72,1.21
2009-08-28,16068.805,5.1,1.7,1.21
2009-08-31,16068.805,5.1,1.64,1.21
2009-09-01,16068.805,9.8,1.64,0.15
2009-09-02,16068.805,5.1,1.58,1.21
2009-09-03,16068.805,5.1,1.64,1.21
2009-09-04,16068.805,5.1,1.75,1.21
2009-09-07,16068.805,5.1,2.19,1.21
2009-09-08,16068.805,5.1,1.81,1.21
2009-09-09,16068.805,5.1,1.82,1.21
2009-09-10,16068.805,5.1,1.77,1.21
2009-09-11,16068.805,5.1,1.75,1.21
2009-09-14,16068.805,5.1,1.77,1.21
2009-09-15,16068.805,5.1,1.83,1.21
2009-09-16,16068.805,5.1,1.86,1.21
2009-09-17,16068.805,5.1,1.8,1.21
2009-09-18,16068.805,5.1,1.81,1.21
2009-09-21,16068.805,5.1,1.8,1.21
2009-09-22,16068.805,5.1,1.81,1.21
2009-09-23,16068.805,5.1,1.81,1.21
2009-09-24,16068.805,5.1,1.76,1.21
2009-09-25,16068.805,5.1,1.74,1.21
2009-09-28,16068.805,5.1,1.74,1.21
2009-09-29,16068.805,5.1,1.72,1.21
2009-09-30,16068.805,5.1,1.75,1.21
2009-10-01,14651.249,10.0,1.71,0.12
2009-10-02,16068.805,5.1,1.7,1.21
2009-10-05,16068.805,5.1,1.73,1.21
2009-10-06,16068.805,5.1,1.74,1.21
2009-10-07,16068.805,5.1,1.76,1.21
2009-10-08,16068.805,5.1,1.78,1.21
2009-10-09,16068.805,5.1,1.84,1.21
2009-10-12,16068.805,5.1,2.19,1.21
2009-10-13,16068.805,5.1,1.88,1.21
2009-10-14,16068.805,5.1,1.94,1.21
2009-10-15,16068.805,5.1,1.99,1.21
2009-10-16,16068.805,5.1,1.98,1.21
2009-10-19,16068.805,5.1,2.03,1.21
2009-10-20,16068.805,5.1,1.98,1.21
2009-10-21,16068.805,5.1,1.99,1.21
2009-10-22,16068.805,5.1,1.95,1.21
2009-10-23,16068.805,5.1,2.0,1.21
2009-10-26,16068.805,5.1,2.0,1.21
2009-10-27,16068.805,5.1,2.0,1.21
2009-10-28,16068.805,5.1,1.96,1.21
2009-10-29,16068.805,5.1,2.03,1.21
2009-10-30,16068.805,5.1,2.0,1.21
2009-11-01,16068.805,9.9,2.19,0.12
2009-11-02,16068.805,5.1,2.04,1.21
2009-11-03,16068.805,5.1,2.05,1.21
2009-11-04,16068.805,5.1,2.12,1.21
2009-11-05,16068.805,5.1,2.16,1.21
2009-11-06,16068.805,5.1,2.17,1.21
2009-11-09,16068.805,5.1,2.22,1.21
2009-11-10,16068.805,5.1,2.19,1.21
2009-11-11,16068.805,5.1,2.19,1.21
2009-11-12,16068.805,5.1,2.12,1.21
2009-11-13,16068.805,5.1,2.12,1.21
2009-11-16,16068.805,5.1,2.12,1.21
2009-11-17,16068.805,5.1,2.13,1.21
2009-11-18,16068.805,5.1,2.15,1.21
2009-11-19,16068.805,5.1,2.14,1.21
2009-11-20,16068.805,5.1,2.15,1.21
2009-11-23,16068.805,5.1,2.17,1.21
2009-11-24,16068.805,5.1,2.11,1.21
