Headline,VADER_Sentiment,TextBlob_Sentiment
"Prediction: Apple's iPhone 16 Could Become a Runaway Hit, and Here Is 1 Stock to Buy Hand Over Fist Before That Happens",0.4939,0.0
"These Were the 5 Biggest Companies in 1989, and Here Are the 5 Biggest Companies Now",0.0,0.0
"If You'd Invested $1,000 in Nvidia Stock 5 Years Ago, Here's How Much You'd Have Today",0.0,0.2
"1 Artificial Intelligence (AI) Stock-Buyback Stock to Buy Hand Over Fist, and 1 to Avoid (for Now)",0.6249,-0.6
"Nvidia's buyers, Boeing's strike, Elon Musk and Bernie Sanders on Ozempic: Business news roundup",-0.128,0.0
Nvidia Is Still a Good Investment Prospect,0.6249,0.7
Prediction: This AI Stock Will Be the Next Company to Reach a Trillion-Dollar Market Cap,0.0258,0.0
"My Favorite ""Magnificent Seven"" Stocks to Buy Now (Hint: Nvidia's Not One)",0.7845,0.75
Why Meta Platforms Stock Just Hit an All-Time High and Could Be Headed Higher,0.0,0.20500000000000002
Why China stocks are now a buy for U.S. investors,0.0,0.0
2 Small-Cap Artificial Intelligence (AI) Stocks to Buy Right Now,0.4767,-0.15714285714285714
Will Nvidia Stock Drop as Much as Supermicro? 3 Points to Consider.,-0.2732,0.2
"Elon Musk vs. Kamala Harris, Nvidia's customers, Boeing's strike: The week's most popular stories",0.3804,0.55
1 Top Tech Stock to Buy Hand Over Fist Before TSMC's Spending Splurge Begins,0.6124,0.5
1 Spectacular Semiconductor Stock Down 21% You'll Wish You'd Bought on the Dip,0.4019,0.2222222222222222
What's happening with the AI trade?,0.0,0.0
Harbor Capital Appreciation Fund's Strategic Moves in Q3 2024: A Closer Look at NVIDIA Corp,0.5106,0.0
SMH vs. FTXL: Which Semiconductor ETF Is Better?,-0.0343,0.5
NVIDIA Corporation (NVDA) Partners with NetApp for AI Data Vision Solution; CEO Jensen Huang Nets $713M from Stock Sales,0.5106,0.0
Is Nvidia Still a Millionaire-Maker Stock?,0.0,0.0
"China urges local companies to stay away from Nvidia AI chips, according to reports",0.0,0.0
"How to play Nvidia, Core Scientific with options",0.34,0.0
"If You Bought 1 Share of Intel Stock at Its IPO, Here's How Many Shares You Would Own Now",0.5267,0.55
"Dow Jones, Small Caps Lead Stock Market But Nasdaq Closes Lower As Techs Drag (Live Coverage)",-0.631,-0.07121212121212121
Nvidia Has 'Two Glaring Holes' In Its Data Center Offering,0.0,-0.1
"Broadcom Edges Out Tesla In One Metric, Smashes It In Another",0.0,0.0
"Biotech Hangs On To Top Spot On This List, And It Even Outshines Nvidia",0.2023,0.5
Nvidia falls as Beijing discourages local companies from buying Nvidia chips - BBG,-0.4404,0.0
"Once Again, This AI Stock Puts Tesla's Mag 7 Card In Jeopardy",-0.4767,0.0
China Urges Local Companies to Stay Away From Nvidias Chips,0.0,0.0
"New PCE data, Costco earnings, Nvidia's growth: Market Domination",0.34,0.13636363636363635
Nvidias Huang Says Nuclear Power an Option to Feed Data Centers,0.0,0.0
Hedge Funds Think NVIDIA Corp. (NVDA) Is The Best Most Active Stock To Buy Now,0.8016,0.45555555555555555
Nvidia CEO talks AI energy demand,0.1531,0.0
Fund Manager Thinks NVIDIA Corporation (NVDA) Is Unlikely to be Challenged for Many Years,-0.1027,0.0
Magnificent Seven Stocks: Nvidia Stock Slides; Tesla Bounces,0.5994,1.0
Why Is Nvidia (NVDA) Up 5.5% Since Last Earnings Report?,0.0,0.0
This is what will drive Nvidia's stock growth: Analyst,0.3818,0.0
"Dow Jumps 200 Points On Inflation Data; Nvidia Pressured, But China Stocks Rip Higher (Live Coverage)",-0.1154,0.19318181818181818
2 Artificial Intelligence (AI) Stocks to Buy Instead of Nvidia,0.4767,-0.6
"Nvidia Eyes All-Time High Amid Rebound, AI Demand; Is Nvidia A Buy Now?",-0.128,0.16
Here's Why Nvidia (NVDA) is a Strong Momentum Stock,0.5106,0.4333333333333333
Nvidia Stock Falls. Whats Driving the Chip Maker Today.,0.0,0.0
Melius' Ben Reitzes on why Nvidia remains his top chip stock,0.2023,0.5
Crowded trades may be the unintended consequence of AI in market: Tradeweb CEO,0.0,0.0
"Following the Hindenburg Report, What Will Super Micro Computer Stock Do After Its Much-Awaited Stock Split?",0.5994,0.16666666666666666
"History Says the S&P 500 Could Soar: 2 Monster Stocks to Buy, According to These Wall Street Analysts",0.0,0.0
Best ETF to Buy: VanEck Semiconductor ETF vs. iShares Semiconductor ETF,0.6369,1.0
These 2 Artificial Intelligence (AI) Stocks May Be Better Buys Than Nvidia for the Blackwell Launch,0.7184,-0.04999999999999999
Better Artificial Intelligence (AI) Stock: Nvidia vs. AMD,0.7184,-0.04999999999999999
What its like to get an investment from Nvidia's CEO,0.3612,0.0
"The S&P 500 Index Could Hit 6,000 in 2024, According to Wall Street Analysts: Here Are 2 Stocks to Buy Before That Happens",0.0,0.0
Billionaire David Shaw Is Selling Nvidia and Buying This Other Artificial Intelligence (AI) Chip Stock Instead,0.4767,-0.3625
A big AI prediction re-juices the trade: Morning Brief,0.0,0.0
Is NVIDIA Corporation (NVDA) the Best NASDAQ Stock to Invest In Right Now?,0.6369,0.6428571428571428
"1 Unstoppable Semiconductor ETF That Could Turn $200,000 Into $1 Million",-0.2023,0.0
Wall Street's 2 Newest Artificial Intelligence (AI) Stock-Split Stocks Are Stealing the Spotlight Next Week,-0.1531,-0.3
Billionaires Are Selling Nvidia Stock and Buying Up This Cryptocurrency Instead,0.0,0.0
Cathie Wood Says Software Is the Next Big AI Opportunity -- 1 Spectacular Stock You'll Regret Not Buying if She's Right,0.0,0.22142857142857142
Is Nvidia Old News? Meet the Newest Stock-Split AI Stock in the S&P 500. It Soared 470% Since Early 2023.,0.0,0.1
NVIDIA Corporation (NVDA): Are Hedge Funds Bullish On This High Volume Stock Right Now?,0.0,0.22285714285714286
Billionaires Still Are Buying Nvidia Hand Over Fist. Should You Follow?,0.4939,0.0
NVIDIA Corporation (NVDA): Why Are Billionaires Bullish on This Stock Right Now?,0.0,0.2857142857142857
"NVIDIA Corporation (NVDA) Rises After CEO Jensen Huang Confirms Full Production and Q4 Shipping of Blackwell Chips, Projecting $10 Billion in Revenue",0.0,0.35
Vistra is the Top S&P 500 Gainer This Year Key Stock Price Levels to Monitor,0.2023,0.25
"Super Micro Computer DOJ probe, streaming wars: Market Domination",0.0258,0.3333333333333333
Nvidia (NVDA) Outperforms Broader Market: What You Need to Know,0.0,0.0
David Tepper Comments on Chinese Central Bank and Nvidia on CNBC,0.0,0.0
S&P 500 Gains and Losses Today: Micron Stock Pops as Sales and Guidance Impress,0.3818,0.0
"These Stocks Moved the Most Today: Micron, Super Micro, Southwest, Accenture, CarMax, Jabil, Starbucks, and More",0.6326,0.4444444444444444
"Close, But No 'Perfect' Cigar For Nvidia, Broadcom. But Kudos To These 22 Gems.",0.3919,-0.5
Tesla In Dead Heat With  But Also Miles Behind  This AI Stock,-0.3919,-0.30000000000000004
"Chip stocks rise on Micron Q4 earnings beat, lifted Q1 guidance",0.0,0.0
The New Magnificent Seven? These Stocks Not Named Nvidia Are Clearing Entries,0.5994,0.5681818181818181
"These Stocks Are Moving the Most Today: Micron, Super Micro, Southwest, Accenture, CarMax, Jabil, Starbucks, and More",0.6326,0.4444444444444444
Volatile Month for Nvidia Stock Continues,0.0,0.0
Nvidia Is Back in the $3 Trillion Club. What Comes Next for the Stock.,0.0,0.0
2 Artificial Intelligence Stocks I'm Loading Up On Right Now,0.4767,-0.15714285714285714
Mediwhale secures $12m for AI-powered retina scan,0.3182,0.0
Appaloosa's David Tepper explains why he's not buying Nvidia on the dip here,0.0,0.0
Micron is in a 'cyclical upswing': Analyst,0.0,0.0
David Tepper explains why you shouldn't buy the dip in Nvidia stock,0.0,0.0
Nvidia Reclaims $3 Trillion Market Cap Crown Amid Chip Leader Results; Is Nvidia A Buy Now?,0.0,0.0
Micron's Q4 beat sparks global chip rally,0.0,0.0
Better Artificial Intelligence Stock: Nvidia vs. Arm Holdings,0.7184,-0.04999999999999999
"What's Going On With Nvidia, Broadcom, Intel, And Other Chip Stocks On Thursday?",0.0,-0.125
Micron stock soars as Q1 revenue forecast tops analyst estimates,0.5106,0.0
Nvidia is back in the $3 trillion club  and Jensen Huang is $2 billion richer,0.5267,0.0
"Qualcomm, Broadcom, Marvell Stocks Rise. The AI Run Gets Boost After Microns Strong Outlook.",0.7184,0.4333333333333333
Micron's Post-Earnings Pop Leads Nvidia and Other Chip Stocks Higher,0.0,0.0625
"Tesla In Dead Heat With This Stock For One Honor, Gets Smoked In Another",-0.2732,-0.2
Investors Think They Found The Perfect Way To Profit From AI,0.765,1.0
Why AI Stocks Bring Back Memories Of The Dot-Com Boom  And Crash,-0.4019,0.0
3 Tech Stocks You Can Buy and Hold for the Next Decade,0.0,0.0
"AI Stocks: Tech Giants, Cloud Titans Face 'Show Me' Moment. OpenAI Turns For-Profit",0.0,0.0
Why Nvidia Stock Is a No-Brainer Choice Over AMD,0.0,0.0
5 Things to Know Before the Stock Market Opens,0.0,0.0
Looking to escape from technology? Finding returns beyond Big Tech,0.1779,0.0
Should Investors Load Up on Nvidia Before Its Blackwell Chip Launches?,0.0,0.0
"Nvidia Stock (NVDA) Is Still a Long-Term Winner, No Matter the Noise",0.4019,0.0
"Prediction: Apple's iPhone 16 Could Become a Runaway Hit, and Here Is 1 Stock to Buy Hand Over Fist Before That Happens",0.4939,0.0
"These Were the 5 Biggest Companies in 1989, and Here Are the 5 Biggest Companies Now",0.0,0.0
"If You'd Invested $1,000 in Nvidia Stock 5 Years Ago, Here's How Much You'd Have Today",0.0,0.2
"1 Artificial Intelligence (AI) Stock-Buyback Stock to Buy Hand Over Fist, and 1 to Avoid (for Now)",0.6249,-0.6
"Nvidia's buyers, Boeing's strike, Elon Musk and Bernie Sanders on Ozempic: Business news roundup",-0.128,0.0
Nvidia Is Still a Good Investment Prospect,0.6249,0.7
Prediction: This AI Stock Will Be the Next Company to Reach a Trillion-Dollar Market Cap,0.0258,0.0
"My Favorite ""Magnificent Seven"" Stocks to Buy Now (Hint: Nvidia's Not One)",0.7845,0.75
Why Meta Platforms Stock Just Hit an All-Time High and Could Be Headed Higher,0.0,0.20500000000000002
Why China stocks are now a buy for U.S. investors,0.0,0.0
2 Small-Cap Artificial Intelligence (AI) Stocks to Buy Right Now,0.4767,-0.15714285714285714
Will Nvidia Stock Drop as Much as Supermicro? 3 Points to Consider.,-0.2732,0.2
"Elon Musk vs. Kamala Harris, Nvidia's customers, Boeing's strike: The week's most popular stories",0.3804,0.55
1 Top Tech Stock to Buy Hand Over Fist Before TSMC's Spending Splurge Begins,0.6124,0.5
1 Spectacular Semiconductor Stock Down 21% You'll Wish You'd Bought on the Dip,0.4019,0.2222222222222222
What's happening with the AI trade?,0.0,0.0
Harbor Capital Appreciation Fund's Strategic Moves in Q3 2024: A Closer Look at NVIDIA Corp,0.5106,0.0
SMH vs. FTXL: Which Semiconductor ETF Is Better?,-0.0343,0.5
NVIDIA Corporation (NVDA) Partners with NetApp for AI Data Vision Solution; CEO Jensen Huang Nets $713M from Stock Sales,0.5106,0.0
Is Nvidia Still a Millionaire-Maker Stock?,0.0,0.0
"China urges local companies to stay away from Nvidia AI chips, according to reports",0.0,0.0
"How to play Nvidia, Core Scientific with options",0.34,0.0
"If You Bought 1 Share of Intel Stock at Its IPO, Here's How Many Shares You Would Own Now",0.5267,0.55
"Dow Jones, Small Caps Lead Stock Market But Nasdaq Closes Lower As Techs Drag (Live Coverage)",-0.631,-0.07121212121212121
Nvidia Has 'Two Glaring Holes' In Its Data Center Offering,0.0,-0.1
"Broadcom Edges Out Tesla In One Metric, Smashes It In Another",0.0,0.0
"Biotech Hangs On To Top Spot On This List, And It Even Outshines Nvidia",0.2023,0.5
Nvidia falls as Beijing discourages local companies from buying Nvidia chips - BBG,-0.4404,0.0
"Once Again, This AI Stock Puts Tesla's Mag 7 Card In Jeopardy",-0.4767,0.0
China Urges Local Companies to Stay Away From Nvidias Chips,0.0,0.0
"New PCE data, Costco earnings, Nvidia's growth: Market Domination",0.34,0.13636363636363635
Nvidias Huang Says Nuclear Power an Option to Feed Data Centers,0.0,0.0
Hedge Funds Think NVIDIA Corp. (NVDA) Is The Best Most Active Stock To Buy Now,0.8016,0.45555555555555555
Nvidia CEO talks AI energy demand,0.1531,0.0
Fund Manager Thinks NVIDIA Corporation (NVDA) Is Unlikely to be Challenged for Many Years,-0.1027,0.0
Magnificent Seven Stocks: Nvidia Stock Slides; Tesla Bounces,0.5994,1.0
Why Is Nvidia (NVDA) Up 5.5% Since Last Earnings Report?,0.0,0.0
This is what will drive Nvidia's stock growth: Analyst,0.3818,0.0
"Dow Jumps 200 Points On Inflation Data; Nvidia Pressured, But China Stocks Rip Higher (Live Coverage)",-0.1154,0.19318181818181818
2 Artificial Intelligence (AI) Stocks to Buy Instead of Nvidia,0.4767,-0.6
"Nvidia Eyes All-Time High Amid Rebound, AI Demand; Is Nvidia A Buy Now?",-0.128,0.16
Here's Why Nvidia (NVDA) is a Strong Momentum Stock,0.5106,0.4333333333333333
Nvidia Stock Falls. Whats Driving the Chip Maker Today.,0.0,0.0
Melius' Ben Reitzes on why Nvidia remains his top chip stock,0.2023,0.5
Crowded trades may be the unintended consequence of AI in market: Tradeweb CEO,0.0,0.0
"Following the Hindenburg Report, What Will Super Micro Computer Stock Do After Its Much-Awaited Stock Split?",0.5994,0.16666666666666666
"History Says the S&P 500 Could Soar: 2 Monster Stocks to Buy, According to These Wall Street Analysts",0.0,0.0
Best ETF to Buy: VanEck Semiconductor ETF vs. iShares Semiconductor ETF,0.6369,1.0
These 2 Artificial Intelligence (AI) Stocks May Be Better Buys Than Nvidia for the Blackwell Launch,0.7184,-0.04999999999999999
Better Artificial Intelligence (AI) Stock: Nvidia vs. AMD,0.7184,-0.04999999999999999
What its like to get an investment from Nvidia's CEO,0.3612,0.0
"The S&P 500 Index Could Hit 6,000 in 2024, According to Wall Street Analysts: Here Are 2 Stocks to Buy Before That Happens",0.0,0.0
Billionaire David Shaw Is Selling Nvidia and Buying This Other Artificial Intelligence (AI) Chip Stock Instead,0.4767,-0.3625
A big AI prediction re-juices the trade: Morning Brief,0.0,0.0
Is NVIDIA Corporation (NVDA) the Best NASDAQ Stock to Invest In Right Now?,0.6369,0.6428571428571428
"1 Unstoppable Semiconductor ETF That Could Turn $200,000 Into $1 Million",-0.2023,0.0
Wall Street's 2 Newest Artificial Intelligence (AI) Stock-Split Stocks Are Stealing the Spotlight Next Week,-0.1531,-0.3
Billionaires Are Selling Nvidia Stock and Buying Up This Cryptocurrency Instead,0.0,0.0
Cathie Wood Says Software Is the Next Big AI Opportunity -- 1 Spectacular Stock You'll Regret Not Buying if She's Right,0.0,0.22142857142857142
Is Nvidia Old News? Meet the Newest Stock-Split AI Stock in the S&P 500. It Soared 470% Since Early 2023.,0.0,0.1
NVIDIA Corporation (NVDA): Are Hedge Funds Bullish On This High Volume Stock Right Now?,0.0,0.22285714285714286
Billionaires Still Are Buying Nvidia Hand Over Fist. Should You Follow?,0.4939,0.0
NVIDIA Corporation (NVDA): Why Are Billionaires Bullish on This Stock Right Now?,0.0,0.2857142857142857
"NVIDIA Corporation (NVDA) Rises After CEO Jensen Huang Confirms Full Production and Q4 Shipping of Blackwell Chips, Projecting $10 Billion in Revenue",0.0,0.35
Vistra is the Top S&P 500 Gainer This Year Key Stock Price Levels to Monitor,0.2023,0.25
"Super Micro Computer DOJ probe, streaming wars: Market Domination",0.0258,0.3333333333333333
Nvidia (NVDA) Outperforms Broader Market: What You Need to Know,0.0,0.0
David Tepper Comments on Chinese Central Bank and Nvidia on CNBC,0.0,0.0
S&P 500 Gains and Losses Today: Micron Stock Pops as Sales and Guidance Impress,0.3818,0.0
"These Stocks Moved the Most Today: Micron, Super Micro, Southwest, Accenture, CarMax, Jabil, Starbucks, and More",0.6326,0.4444444444444444
"Close, But No 'Perfect' Cigar For Nvidia, Broadcom. But Kudos To These 22 Gems.",0.3919,-0.5
Tesla In Dead Heat With  But Also Miles Behind  This AI Stock,-0.3919,-0.30000000000000004
"Chip stocks rise on Micron Q4 earnings beat, lifted Q1 guidance",0.0,0.0
The New Magnificent Seven? These Stocks Not Named Nvidia Are Clearing Entries,0.5994,0.5681818181818181
"These Stocks Are Moving the Most Today: Micron, Super Micro, Southwest, Accenture, CarMax, Jabil, Starbucks, and More",0.6326,0.4444444444444444
Volatile Month for Nvidia Stock Continues,0.0,0.0
Nvidia Is Back in the $3 Trillion Club. What Comes Next for the Stock.,0.0,0.0
2 Artificial Intelligence Stocks I'm Loading Up On Right Now,0.4767,-0.15714285714285714
Mediwhale secures $12m for AI-powered retina scan,0.3182,0.0
Appaloosa's David Tepper explains why he's not buying Nvidia on the dip here,0.0,0.0
Micron is in a 'cyclical upswing': Analyst,0.0,0.0
David Tepper explains why you shouldn't buy the dip in Nvidia stock,0.0,0.0
Nvidia Reclaims $3 Trillion Market Cap Crown Amid Chip Leader Results; Is Nvidia A Buy Now?,0.0,0.0
Micron's Q4 beat sparks global chip rally,0.0,0.0
Better Artificial Intelligence Stock: Nvidia vs. Arm Holdings,0.7184,-0.04999999999999999
"What's Going On With Nvidia, Broadcom, Intel, And Other Chip Stocks On Thursday?",0.0,-0.125
Micron stock soars as Q1 revenue forecast tops analyst estimates,0.5106,0.0
Nvidia is back in the $3 trillion club  and Jensen Huang is $2 billion richer,0.5267,0.0
"Qualcomm, Broadcom, Marvell Stocks Rise. The AI Run Gets Boost After Microns Strong Outlook.",0.7184,0.4333333333333333
Micron's Post-Earnings Pop Leads Nvidia and Other Chip Stocks Higher,0.0,0.0625
"Tesla In Dead Heat With This Stock For One Honor, Gets Smoked In Another",-0.2732,-0.2
Investors Think They Found The Perfect Way To Profit From AI,0.765,1.0
Why AI Stocks Bring Back Memories Of The Dot-Com Boom  And Crash,-0.4019,0.0
3 Tech Stocks You Can Buy and Hold for the Next Decade,0.0,0.0
"AI Stocks: Tech Giants, Cloud Titans Face 'Show Me' Moment. OpenAI Turns For-Profit",0.0,0.0
Why Nvidia Stock Is a No-Brainer Choice Over AMD,0.0,0.0
5 Things to Know Before the Stock Market Opens,0.0,0.0
Looking to escape from technology? Finding returns beyond Big Tech,0.1779,0.0
Should Investors Load Up on Nvidia Before Its Blackwell Chip Launches?,0.0,0.0
